dataset,component_id,atoms,positive_atoms,prevalence,replicates,mean_random_ap,median_random_ap,random_ap_ci95_low,random_ap_ci95_high,mean_random_nap,median_random_nap,random_nap_ci95_low,random_nap_ci95_high
CHEMBL2047_EC50,13,76,22,0.2894736842105263,100,0.32746133172587527,0.32414474981354463,0.24484993680611455,0.45182981884937806,0.05346409650308366,0.04879631455239613,-0.06280379264324619,0.22850122652875426
CHEMBL2047_EC50,17,62,18,0.2903225806451613,100,0.33387800877669804,0.32393207152537307,0.2398963281638188,0.46200632214166715,0.06137355782171081,0.04735882805848016,-0.07105517395098263,0.24191799938143999
CHEMBL2047_EC50,19,64,18,0.28125,100,0.32748019363937125,0.31482714648539234,0.22318499855357493,0.4622374773486766,0.06432026941129917,0.046716029892719814,-0.08078608896893923,0.25180866413728914
CHEMBL2047_EC50,30,70,18,0.2571428571428571,100,0.29282105227494737,0.28730665421334933,0.20785892656769375,0.42747221249004447,0.048028339600890764,0.040605111441047254,-0.0663437526973353,0.22928951681352142
CHEMBL2047_EC50,31,60,18,0.3,100,0.3416354815692991,0.3410810338860875,0.23150821232643884,0.4743399282396103,0.05947925938471288,0.05868719126583932,-0.0978454109622302,0.24905704034230042
CHEMBL204_Ki,0,74,9,0.12162162162162163,100,0.15791674891940619,0.14219420042697423,0.09430740191240967,0.27095754822189844,0.04132060646209317,0.02342108971686297,-0.03109618859202592,0.17001320874493053
CHEMBL204_Ki,4,52,12,0.23076923076923078,100,0.27265807973346384,0.2636209182203433,0.18160349382238866,0.3998268948348734,0.05445550365350299,0.04270719368644622,-0.06391545803089477,0.21977496328533538
CHEMBL204_Ki,16,76,12,0.15789473684210525,100,0.2025354422525859,0.18614856302401278,0.1249946261334484,0.3931569379552834,0.053010837674945785,0.033551418591015195,-0.039068881466530016,0.279373863821899
CHEMBL204_Ki,17,69,14,0.2028985507246377,100,0.23665451183819575,0.22473074271196142,0.16076344780789498,0.3879744065868698,0.04234838757882739,0.027389477220460673,-0.05286040184100452,0.23218607371807307
CHEMBL204_Ki,20,64,12,0.1875,100,0.23295255857003014,0.22159703041293333,0.15158546360078243,0.37393314958698126,0.055941610547729385,0.041965575892841035,-0.044202506337498546,0.22945618410705387
CHEMBL204_Ki,23,65,13,0.2,100,0.24346225513562114,0.2340398107369106,0.15657399379477185,0.3746624799190445,0.05432781891952645,0.042549763421138254,-0.05428250775653521,0.21832809989880558
CHEMBL204_Ki,24,64,13,0.203125,100,0.251198857529353,0.23335518851675396,0.16115677446430424,0.41649766217483036,0.06032797807605083,0.03793592284455398,-0.0526660085153829,0.26776177214096364
CHEMBL204_Ki,31,72,28,0.3888888888888889,100,0.4272969008975018,0.41807773802716425,0.3368273219403477,0.5916007903597885,0.06284947419591196,0.047763571317177844,-0.0851916550067038,0.33171038422510846
CHEMBL204_Ki,32,53,4,0.07547169811320754,100,0.136267882126579,0.09775322143743195,0.056410670800572923,0.3526307624113475,0.0657591378103814,0.02410042318742641,-0.020617029542237444,0.2997842940367636
CHEMBL204_Ki,33,45,20,0.4444444444444444,100,0.48165162940238637,0.4787172126304201,0.36330219678115916,0.6544854909034833,0.0669729329242956,0.06169098273475623,-0.1460560457939135,0.37807388362626987
