dataset,component_id,left_index,right_index,representation,predictor,explainer,trained_ap,trained_nap,permuted_ap,permuted_nap,prevalence,delta_ap,delta_nap
CHEMBL237_Ki,12,1388,1392,morgan,mlp,crem_mean,0.23437372812372811,0.1731236263736263,0.5763888888888888,0.5425,0.074074074074074,-0.3420151607651607,-0.36937637362637366
CHEMBL237_Ki,12,1388,1392,morgan,xgboost,crem_lime,0.08654389437707453,0.013467405927240534,0.4184087426734486,0.3718814420873244,0.074074074074074,-0.331864848296374,-0.3584140361600838
CHEMBL237_Ki,12,1388,1392,morgan,xgboost,crem_mean,0.24748445998445998,0.18728321678321672,0.3987654320987654,0.3506666666666667,0.074074074074074,-0.15128097211430544,-0.16338344988344997
CHEMBL237_Ki,12,1388,1392,unimol,mlp,crem_lime,0.10761759792368543,0.036227005757580304,0.8892857142857142,0.8804285714285713,0.074074074074074,-0.7816681163620288,-0.844201565670991
CHEMBL237_Ki,12,1388,1392,unimol,mlp,crem_mean,0.2884920634920634,0.23157142857142854,0.7101648351648352,0.6869780219780219,0.074074074074074,-0.4216727716727718,-0.4554065934065934
CHEMBL237_Ki,12,1388,1392,unimol,xgboost,crem_lime,0.0796190216906329,0.005988543425883566,0.28836686189627364,0.23143621084797553,0.074074074074074,-0.20874784020564074,-0.22544766742209196
CHEMBL237_Ki,12,1388,1392,unimol,xgboost,crem_mean,0.31306818181818175,0.2581136363636363,0.4177008177008177,0.3711168831168831,0.074074074074074,-0.10463263588263594,-0.1130032467532468
CHEMBL237_Ki,27,206,211,molformer,mlp,crem_lime,0.37549880431459376,0.24402486838082404,0.12934556537462022,-0.05395010507282803,0.17391304347826084,0.24615323893997354,0.2979749734536521
CHEMBL237_Ki,27,206,211,molformer,mlp,crem_mean,0.1633125768155854,-0.012832143854817601,0.16677589514066493,-0.008639705882352933,0.17391304347826084,-0.0034633183250795396,-0.004192437972464668
CHEMBL237_Ki,27,206,211,molformer,xgboost,crem_lime,0.17096629344753245,-0.0035671184582500687,0.12224394852744869,-0.06254679915098306,0.17391304347826084,0.04872234492008376,0.05897968069273299
CHEMBL237_Ki,27,206,211,molformer,xgboost,crem_mean,0.1637238958359648,-0.012334231356463601,0.21908174974576608,0.05467790758697996,0.17391304347826084,-0.055357853909801275,-0.06701213894344356
CHEMBL237_Ki,27,206,211,morgan,mlp,crem_lime,0.6284837904473284,0.5502698515941343,0.2538203050950177,0.09672984300975823,0.17391304347826084,0.3746634853523107,0.4535400085843761
CHEMBL237_Ki,27,206,211,morgan,mlp,crem_mean,0.4884350065986221,0.3807371132509636,0.26006981518462424,0.10429503943401876,0.17391304347826084,0.22836519141399786,0.27644207381694486
CHEMBL237_Ki,27,206,211,morgan,xgboost,crem_lime,0.9593043530543531,0.9507368484342168,0.2751871232840659,0.1225949387122904,0.17391304347826084,0.6841172297702872,0.8281419097219264
CHEMBL237_Ki,27,206,211,morgan,xgboost,crem_mean,0.54848953470277,0.4534346999033531,0.25493958034718905,0.09808475515712356,0.17391304347826084,0.2935499543555809,0.35534994474622955
CHEMBL237_Ki,27,206,211,unimol,mlp,crem_lime,0.1068677304525566,-0.08116011576795769,0.32675536614593687,0.18501965375560778,0.17391304347826084,-0.21988763569338027,-0.2661797695235655
CHEMBL237_Ki,27,206,211,unimol,mlp,crem_mean,0.1559991575537256,-0.021685230329700433,0.22721213047587194,0.06451994741816086,0.17391304347826084,-0.07121297292214634,-0.0862051777478613
