dataset,component_id,baseline,average_precision,prevalence,normalized_ap_lift
CHEMBL218_EC50,63,local_supported_mutant_count,0.4057660756053641,0.4482758620689655,-0.0770489879652776
CHEMBL218_EC50,63,absolute_in_domain_mutant_count,0.4985169253261359,0.4482758620689655,0.0910619271536213
CHEMBL218_EC50,63,local_support_fraction,0.4647127684457394,0.4482758620689655,0.029791892807902627
CHEMBL218_EC50,63,selected_mutant_count,0.4546185052270245,0.4482758620689655,0.011496040723981922
CHEMBL218_EC50,63,selected_mean_parent_tanimoto,0.525133580215885,0.4482758620689655,0.1393046141412915
CHEMBL218_EC50,63,selected_mean_nearest_train_tanimoto,0.695365047057801,0.4482758620689655,0.4478491477922643
CHEMBL218_EC50,63,inverse_mask_size,0.4828945903493209,0.4482758620689655,0.06274644500814415
CHEMBL218_EC50,68,support_any,0.5196759259259258,0.4444444444444444,0.13541666666666652
CHEMBL218_EC50,68,mask_membership_count,0.5196759259259258,0.4444444444444444,0.13541666666666652
CHEMBL218_EC50,68,valid_mutant_count,0.5103009259259259,0.4444444444444444,0.11854166666666667
CHEMBL218_EC50,68,local_supported_mutant_count,0.524478415103415,0.4444444444444444,0.144061147186147
CHEMBL218_EC50,68,absolute_in_domain_mutant_count,0.48716168091168094,0.4444444444444444,0.07689102564102573
CHEMBL218_EC50,68,local_support_fraction,0.5343088624338623,0.4444444444444444,0.16175595238095222
CHEMBL218_EC50,68,selected_mutant_count,0.5196759259259258,0.4444444444444444,0.13541666666666652
CHEMBL218_EC50,68,selected_mean_parent_tanimoto,0.6259259259259258,0.4444444444444444,0.32666666666666644
CHEMBL218_EC50,68,selected_mean_nearest_train_tanimoto,0.5172949735449734,0.4444444444444444,0.13113095238095224
CHEMBL218_EC50,68,inverse_mask_size,0.5335648148148148,0.4444444444444444,0.16041666666666662
CHEMBL218_EC50,69,support_any,0.14285714285714285,0.14285714285714285,0.0
CHEMBL218_EC50,69,mask_membership_count,0.14285714285714285,0.14285714285714285,0.0
CHEMBL218_EC50,69,valid_mutant_count,0.14760416666666668,0.14285714285714285,0.005538194444444464
CHEMBL218_EC50,69,local_supported_mutant_count,0.15341648086213303,0.14285714285714285,0.012319227672488537
CHEMBL218_EC50,69,absolute_in_domain_mutant_count,0.1964546783625731,0.14285714285714285,0.06253045808966863
CHEMBL218_EC50,69,local_support_fraction,0.14094794094794094,0.14285714285714285,-0.0022274022274022254
