dataset,representation,predictor,explainer,median_delta,ci_low,ci_high,components,equivalent
CHEMBL262_Ki,unimol,mlp,crem_mean,0.02644008701333128,-0.1261051123942331,0.07679274339902353,13,False
CHEMBL262_Ki,unimol,xgboost,crem_lime,0.11144452951229211,-0.26591565936784173,0.2896205519769405,13,False
CHEMBL262_Ki,unimol,xgboost,crem_mean,0.04245431977989471,-0.11196507754262428,0.07337126750854348,13,False
CHEMBL264_Ki,molformer,mlp,crem_lime,-0.08737828757812972,-0.1680910446744191,-0.031861094237801896,46,False
CHEMBL264_Ki,molformer,mlp,crem_mean,-0.001090705584122234,-0.06465063424748657,0.02243135231696454,46,False
CHEMBL264_Ki,molformer,xgboost,crem_lime,0.01716511366322055,-0.059251290663925364,0.09269007997296821,46,False
CHEMBL264_Ki,molformer,xgboost,crem_mean,-0.011636188566335599,-0.058042977690234004,0.08154358560559775,46,False
CHEMBL264_Ki,morgan,mlp,crem_lime,-0.04537570804865426,-0.10761293383076663,0.033946587206575944,46,False
CHEMBL264_Ki,morgan,mlp,crem_mean,-0.00041002702281484754,-0.03401147510459251,0.026569034090600335,46,True
CHEMBL264_Ki,morgan,xgboost,crem_lime,-0.08832850544657915,-0.17926244906528604,0.03724298474654853,46,False
CHEMBL264_Ki,morgan,xgboost,crem_mean,0.03615990351893554,-0.035069972044761935,0.09483107472237905,46,False
CHEMBL264_Ki,unimol,mlp,crem_lime,-0.023860397873897057,-0.07097948193915976,0.046181381628330964,46,False
CHEMBL264_Ki,unimol,mlp,crem_mean,0.005895059720672537,-0.030811604152248498,0.03289908707806653,46,True
CHEMBL264_Ki,unimol,xgboost,crem_lime,-0.04206103165869843,-0.11510986678400156,0.00494437471960987,46,False
CHEMBL264_Ki,unimol,xgboost,crem_mean,0.0006522946955865999,-0.029844533427782264,0.04649342427120201,46,True
CHEMBL2835_Ki,molformer,mlp,crem_lime,-0.24987653498803136,-0.3198292035008252,0.29352328559754315,5,False
CHEMBL2835_Ki,molformer,mlp,crem_mean,-0.0040773765646609506,-0.2921381969853333,0.16343442321907514,5,False
CHEMBL2835_Ki,molformer,xgboost,crem_lime,-0.09727716785369145,-0.23523100445721695,0.09701719825712601,5,False
CHEMBL2835_Ki,molformer,xgboost,crem_mean,0.018046058156183986,-0.10209454696911435,0.16819140168354232,5,False
CHEMBL2835_Ki,morgan,mlp,crem_lime,-0.018595218393481786,-0.42017527020623,0.14900265662982526,5,False
