dataset,representation,predictor,explainer,permutations,mean_of_permutation_medians,sd_of_permutation_medians,median_of_permutation_medians,q25_of_permutation_medians,q75_of_permutation_medians,minimum_permutation_median,maximum_permutation_median
CHEMBL233_Ki,unimol,xgboost,crem_lime,10,0.12080791058902249,0.05146898600805276,0.11918388750843938,0.09130663894854826,0.1597448006822517,0.02792924893990425,0.19550085914697107
CHEMBL233_Ki,unimol,xgboost,crem_mean,10,0.11160567229548861,0.016183919281228507,0.11047461950662696,0.1007667605315796,0.1231058741355611,0.08415474469175975,0.13619089623407343
CHEMBL236_Ki,molformer,mlp,crem_lime,10,0.061726869878999044,0.032312597897669944,0.06490683476709294,0.041661696107465625,0.08929858905284595,0.0121639589469168,0.1006433827163435
CHEMBL236_Ki,molformer,mlp,crem_mean,10,0.10154297900392237,0.026214437572644925,0.09729508842412066,0.07926094575377648,0.1231776564532009,0.0700751633986928,0.1456349206349206
CHEMBL236_Ki,molformer,xgboost,crem_lime,10,0.06447184009847742,0.03419080836578151,0.06114327635449675,0.046880332837945196,0.08694891525663825,0.0138716490775338,0.1282341269841269
CHEMBL236_Ki,molformer,xgboost,crem_mean,10,0.08594084928524134,0.048695116086150486,0.08045040131437184,0.06405229939861508,0.11075145058023204,0.0,0.1570726330269635
CHEMBL236_Ki,morgan,mlp,crem_lime,10,0.10738699452362317,0.031207123915837586,0.1039245900576623,0.08497121129809715,0.12756731859410425,0.0628247845871185,0.1540279590159973
CHEMBL236_Ki,morgan,mlp,crem_mean,10,0.0914240377561162,0.031007659674888992,0.09120329636313705,0.0637011015313777,0.11082544449824147,0.0544117647058823,0.1449746588693957
CHEMBL236_Ki,morgan,xgboost,crem_lime,10,0.0607446034712284,0.04523006370856949,0.053648242137547195,0.03374294046485958,0.0755502743956173,0.0,0.1672106502821185
CHEMBL236_Ki,morgan,xgboost,crem_mean,10,0.05370859027366367,0.05478363063618154,0.03343915343915335,0.020861424133051625,0.08101132464820242,0.0,0.1727941176470588
CHEMBL236_Ki,unimol,mlp,crem_lime,10,0.07763774317673566,0.04340445908056336,0.072210149497685,0.05901899426024412,0.09327888393464814,0.017917536007538,0.1731556948798328
CHEMBL236_Ki,unimol,mlp,crem_mean,10,0.09683105238120812,0.02177070410487126,0.09680148731988195,0.0809952277994938,0.11521321734140497,0.0637254901960784,0.1288304093567251
CHEMBL236_Ki,unimol,xgboost,crem_lime,10,0.07374367188095496,0.04677945988601146,0.06343319649986855,0.048796551954536124,0.07153173242446917,0.0162280311457174,0.1587998452171531
CHEMBL236_Ki,unimol,xgboost,crem_mean,10,0.09748708647247328,0.023783678706066926,0.09786052342216381,0.0950824320309614,0.10636757976074455,0.0531557410095145,0.1449231950844854
CHEMBL237_EC50,molformer,mlp,crem_lime,10,0.11630461344823351,0.0952421202730349,0.08248290119759841,0.048311975441512806,0.16551622444543768,0.0083452157741129,0.320313997258459
CHEMBL237_EC50,molformer,mlp,crem_mean,10,0.20495335993885697,0.05217532674541864,0.20182535010146144,0.1598576560297057,0.24566739905815174,0.1361629292335356,0.28069196428571425
