scenario,rationale,explainer,dataset,component_id,representation,predictor,trained_nap,trained_ap,trained_prevalence,permuted_nap,permuted_ap,permuted_prevalence,delta_nap_rescore,delta_nap_reference,rescore_minus_reference_delta_nap
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,108,morgan,xgboost,-0.024426200327223178,0.17257883819724285,0.19230769230769232,0.3030473153143464,0.4370766777538952,0.19230769230769232,-0.3274735156415696,-0.32747351564156957,-5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,108,unimol,mlp,0.21293816948706099,0.3642962138164723,0.19230769230769232,-0.007930120719261505,0.1859025948036734,0.19230769230769232,0.22086829020632248,0.2208682902063224,8.326672684688674e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,108,unimol,xgboost,0.23168791140676706,0.37944023613623495,0.19230769230769232,0.18621308831425676,0.34271057133074584,0.19230769230769232,0.0454748230925103,0.045474823092510386,-8.326672684688674e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,114,molformer,mlp,0.5055279991326503,0.5476107226107226,0.0851063829787234,0.740406976744186,0.7624999999999998,0.0851063829787234,-0.23487897761153564,-0.23487897761153564,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,114,molformer,xgboost,0.16877973108083263,0.23952188162714474,0.0851063829787234,0.22232105104198127,0.28850649350649354,0.0851063829787234,-0.05354131996114864,-0.05354131996114864,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,114,morgan,mlp,0.003182423253238554,0.08801796169977144,0.0851063829787234,0.3640046000511116,0.41813186813186815,0.0851063829787234,-0.3608221767978731,-0.36082217679787304,-5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,114,morgan,xgboost,0.05759034857872069,0.1377954252954253,0.0851063829787234,0.027660398197333905,0.110412704733731,0.0851063829787234,0.029929950381386784,0.02992995038138673,5.204170427930421e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,114,unimol,mlp,0.740406976744186,0.7624999999999998,0.0851063829787234,0.5016754188547137,0.5440860215053763,0.0851063829787234,0.2387315578894723,0.2387315578894723,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,114,unimol,xgboost,0.6979005167958657,0.7236111111111111,0.0851063829787234,0.740406976744186,0.7624999999999998,0.0851063829787234,-0.04250645994832025,-0.04250645994832025,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,116,molformer,mlp,0.6177325463740967,0.7410446281889042,0.3225806451612903,0.27298292815569974,0.5075045642345063,0.3225806451612903,0.34474961821839695,0.34862364509774296,-0.0038740268793460153
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,116,molformer,xgboost,0.26765600039686566,0.5038960002688445,0.3225806451612903,0.06706347384220905,0.3680107403447222,0.3225806451612903,0.2005925265546566,0.20089509780720594,-0.00030257125254934403
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,116,morgan,mlp,-0.07341019393136,0.27285115894972384,0.3225806451612903,0.022687517980384708,0.3379496089544542,0.3225806451612903,-0.09609771191174471,-0.096902784294389,0.0008050723826442951
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,116,morgan,xgboost,0.49343187481075756,0.6568409474524487,0.3225806451612903,0.12250567446783643,0.40556836012337305,0.3225806451612903,0.3709262003429211,0.3725732763889742,-0.0016470760460530753
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,116,unimol,mlp,0.18050338435668745,0.44485713133840116,0.3225806451612903,0.4463089443965658,0.6249189623331576,0.3225806451612903,-0.2658055600398784,-0.26467992460051737,-0.0011256354393610057
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,116,unimol,xgboost,0.4525447731161516,0.629143233401264,0.3225806451612903,0.3617135475638447,0.567612403188411,0.3225806451612903,0.09083122555230688,0.08721201596370948,0.003619209588597405
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,118,molformer,mlp,0.312261817354706,0.3810356356192354,0.10000000000000002,0.28867102102363673,0.359803918921273,0.10000000000000002,0.023590796331069253,0.023590796331069308,-5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,118,molformer,xgboost,0.4483204731556995,0.5034884258401294,0.10000000000000002,0.19085703055608108,0.271771327500473,0.10000000000000002,0.2574634425996184,0.25746344259961834,5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,118,morgan,mlp,0.08833019804401882,0.17949717823961694,0.10000000000000002,0.36643933785008714,0.42979540406507843,0.10000000000000002,-0.27810913980606833,-0.27810913980606833,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,118,morgan,xgboost,0.3991026854043959,0.4591924168639563,0.10000000000000002,0.09831453494122627,0.18848308144710366,0.10000000000000002,0.30078815046316965,0.3007881504631696,5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,118,unimol,mlp,0.6676656647991447,0.7008990983192301,0.10000000000000002,0.13149779923457447,0.21834801931111703,0.10000000000000002,0.5361678655645702,0.5361678655645703,-1.1102230246251565e-16
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,118,unimol,xgboost,0.4177143364430432,0.4759429027987389,0.10000000000000002,0.12672203396009557,0.214049830564086,0.10000000000000002,0.2909923024829476,0.2909923024829476,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,121,molformer,mlp,-0.08501380171751505,0.2722468403114229,0.32926829268292684,0.19798318892251107,0.46206189500900124,0.32926829268292684,-0.28299699064002615,-0.28299699064002604,-1.1102230246251565e-16
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,121,molformer,xgboost,-0.1088133030442829,0.2562837601532249,0.32926829268292684,0.044337699536758125,0.359006993591728,0.32926829268292684,-0.15315100258104103,-0.153151002581041,-2.7755575615628914e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,121,morgan,mlp,-0.105033303389931,0.2588191257750463,0.32926829268292684,0.14680841517995127,0.42773735164508925,0.32926829268292684,-0.25184171856988224,-0.25184171856988224,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,121,morgan,xgboost,-0.05965933960460701,0.2892528819725197,0.32926829268292684,0.06271858828507297,0.3713356384838904,0.32926829268292684,-0.12237792788967998,-0.12237792788967986,-1.249000902703301e-16
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,121,unimol,mlp,0.22813047892429572,0.48228263830288126,0.32926829268292684,0.10262542370573642,0.39810241833921345,0.32926829268292684,0.1255050552185593,0.12550505521855926,5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,121,unimol,xgboost,-0.10136089065176601,0.26128232944088864,0.32926829268292684,0.006007282627821453,0.3332975676162217,0.32926829268292684,-0.10736817327958746,-0.1073681732795874,-5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,126,molformer,mlp,0.08792463153680909,0.21822111274583636,0.14285714285714285,0.05547823127059772,0.19040991251765518,0.14285714285714285,0.032446400266211366,0.032446400266211366,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,126,molformer,xgboost,0.09227549570087289,0.22195042488646247,0.14285714285714285,-0.024008112418362326,0.12227876078426085,0.14285714285714285,0.11628360811923522,0.11628360811923513,8.326672684688674e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,126,morgan,mlp,0.11194273429278988,0.23880805796524843,0.14285714285714285,0.43985175903584056,0.5198729363164348,0.14285714285714285,-0.32790902474305067,-0.3279090247430507,5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,126,morgan,xgboost,0.06949214891737439,0.20242184192917803,0.14285714285714285,0.11653670313661256,0.24274574554566788,0.14285714285714285,-0.04704455421923817,-0.04704455421923824,6.938893903907228e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,126,unimol,mlp,-6.980739434147888e-05,0.14279730794770729,0.14285714285714285,0.03001235630020885,0.1685820196858933,0.14285714285714285,-0.03008216369455033,-0.030082163694550305,-2.42861286636753e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,126,unimol,xgboost,0.04435683534073337,0.1808772874349143,0.14285714285714285,0.0025691827036074346,0.14505929946023494,0.14285714285714285,0.04178765263712594,0.04178765263712586,7.632783294297951e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,130,molformer,mlp,-0.15178050643408222,0.20620532664678115,0.3108108108108108,-0.035413011565786905,0.2864045460830387,0.3108108108108108,-0.11636749486829531,-0.11636749486829531,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,130,molformer,xgboost,-0.09464088690133377,0.24558533470313482,0.3108108108108108,-0.08161569915125153,0.25456215328765097,0.3108108108108108,-0.01302518775008224,-0.013025187750082226,-1.3877787807814457e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,130,morgan,mlp,-0.1510270126012869,0.20672462645046444,0.3108108108108108,-0.03402766451916653,0.28735931229084466,0.3108108108108108,-0.11699934808212037,-0.11699934808212034,-2.7755575615628914e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,130,morgan,xgboost,-0.12827455658166553,0.22240537316668996,0.3108108108108108,0.003395317157404281,0.3131508266895624,0.3108108108108108,-0.13166987373906983,-0.1316698737390698,-2.7755575615628914e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,130,unimol,mlp,-0.15023116950559567,0.20727311290830566,0.3108108108108108,-0.10926497552166958,0.23550657092425473,0.3108108108108108,-0.04096619398392609,-0.040966193983926105,1.3877787807814457e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,130,unimol,xgboost,-0.16810188732275969,0.1949568073856656,0.3108108108108108,-0.012611977963840218,0.30211877194383985,0.3108108108108108,-0.15548990935891946,-0.15548990935891943,-2.7755575615628914e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,141,molformer,mlp,0.07248460201352093,0.24334270164260918,0.18421052631578946,0.11073712514246814,0.2745487073530661,0.18421052631578946,-0.03825252312894721,-0.0382525231289472,-1.3877787807814457e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,141,molformer,xgboost,0.0004531136158738575,0.18458017163400234,0.18421052631578946,0.024839706170692994,0.20447449713924956,0.18421052631578946,-0.024386592554819137,-0.02438659255481917,3.122502256758253e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,141,morgan,mlp,0.1377403610771953,0.29657766298402777,0.18421052631578946,0.2676026221013914,0.4025179285563983,0.18421052631578946,-0.1298622610241961,-0.1298622610241961,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,141,morgan,xgboost,0.0583522384821246,0.2318136682354174,0.18421052631578946,0.14131937033520173,0.2994973810629277,0.18421052631578946,-0.08296713185307714,-0.08296713185307716,2.7755575615628914e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,141,unimol,mlp,0.11387516100612909,0.2771086839786842,0.18421052631578946,-0.03603121406483778,0.15481664115763233,0.18421052631578946,0.14990637507096688,0.14990637507096677,1.1102230246251565e-16
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,141,unimol,xgboost,0.08006201326813346,0.24952427398189836,0.18421052631578946,0.11586445761675469,0.2787315312136683,0.18421052631578946,-0.03580244434862123,-0.03580244434862126,2.7755575615628914e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,148,molformer,mlp,0.4492551488541869,0.5302470387285712,0.14705882352941177,0.11998603683222442,0.2493998549451326,0.14705882352941177,0.32926911202196246,0.32926911202196246,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,148,molformer,xgboost,0.44853449267429774,0.5296323613986657,0.14705882352941177,0.24786011674715022,0.35846892310786344,0.14705882352941177,0.2006743759271475,0.20067437592714757,-5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,148,morgan,mlp,0.08948073741386137,0.22338062897064645,0.14705882352941177,0.3923238172094205,0.48168796173744693,0.14705882352941177,-0.30284307979555913,-0.3028430797955592,5.551115123125783e-17
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,148,morgan,xgboost,0.10347028069890817,0.23531288647848048,0.14705882352941177,0.08629671102176384,0.2206648417538574,0.14705882352941177,0.017173569677144326,0.017173569677144215,1.1102230246251565e-16
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,148,unimol,mlp,0.8163022924379746,0.8433166611970959,0.14705882352941177,0.16421796212824058,0.2871270853446758,0.14705882352941177,0.652084330309734,0.652084330309734,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,148,unimol,xgboost,0.33764802403280614,0.4350527263809229,0.14705882352941177,0.337589353532767,0.4350026838955954,0.14705882352941177,5.8670500039159634e-05,5.8670500039159634e-05,0.0
fixed_selected_support_0_60,boundary_extended,crem_lime_abs,CHEMBL244_Ki,149,molformer,mlp,0.07545612973621933,0.3568390467730222,0.30434782608695654,0.48885383191539883,0.6444200569846253,0.30434782608695654,-0.4133977021791795,-0.4133977021791796,1.1102230246251565e-16
