draw,unadjusted_boundary_extended,null_adjusted_boundary_extended,null_adjusted_strict_unmatched,null_adjusted_boundary_prevalence_le_0_8
2409,-0.0055186667042923495,-0.009497400482197335,-0.006675219083709036,-0.009141459338820546
2410,-0.0125707983355976,-0.006949953347513613,-0.009387360821607838,-0.007695296241535895
2411,-0.00740651620433275,-0.01056128041488676,-0.018095564961220043,-0.01452371001205748
2412,-0.00899863884414875,-0.018946405600094134,-0.013329762659326776,-0.010260242290792816
2413,-0.0098210544901722,-0.013976443062595979,-0.011875627465109662,-0.004538904634230179
2414,-0.0017407740634752,-0.01051828703703703,-0.011875627465109662,-0.013437501205529796
2415,-0.003947765091964451,-0.013986004275747959,-0.009699285545210672,-0.008060887541727166
2416,-0.0034404897385329498,-0.006817919037082193,-0.014547832459894813,-0.004621197707462478
2417,-0.0091094033016146,-0.007185567973036014,-0.008343817082388509,-0.0050126596128244084
2418,-0.0112163862521193,-0.006456776031094444,-0.008383532334524404,-0.007785551595670664
2419,-0.0060353248018778,-0.016762536341320716,-0.01053277949146369,-0.014489366881502153
2420,-0.0068582060164551,-0.007980653416461125,-0.013081035101626531,-0.010258657206305463
2421,-0.0064538017936231,-0.011007346441897173,-0.008305311355311353,-0.012865026124146832
2422,-0.004449580620014,-0.004888554050116567,-0.01315960258392732,-0.007391816154389268
2423,-0.00967459438159835,-0.006737213403880032,-0.014425304578454933,-0.010106402696260286
2424,-0.0089567792840897,-0.014261143969831736,-0.002915032679738562,-0.012648982509970826
2425,-0.008162769335693949,-0.011931255395319904,-0.00939719058405927,-0.010364110367297452
2426,0.0,-0.011993247728927025,-0.010874687782293857,-0.005719750036645738
2427,-0.00948000372284115,-0.0024793022764255934,-0.007052529305573161,-0.011279003528573209
2428,-0.00920459748584735,-0.0043363714417636095,-0.008614052177078897,-0.01143218776100735
2429,-0.0017390584179799,-0.005687917481645936,-0.01338698506484338,-0.011279003528573209
2430,-0.01080239944661915,-0.009651760101360762,-0.01052106439240727,-0.014094832614113748
2431,-0.011504817444219,-0.00582943457046093,-0.007534442427441598,-0.014532033280110213
2432,-0.0121881378267573,-0.01363859260293078,-0.010589688913120402,-0.012063770538146754
2433,-0.002675399348692,-0.011865788819290943,-0.010745763152350572,-0.01363859260293078
2434,-0.0088239108009233,-0.006920819822157134,-0.011200121614948773,-0.010051684547303742
2435,-0.0079027739244248,-0.00758486503992245,-0.005465805082938192,-0.006143058655322546
2436,-0.01595866013406145,-0.01051828703703703,-0.009192446702049682,-0.005179435063378347
2437,-0.01329277180481585,-0.013029833245226621,-0.010436913985103475,-0.010311260603637032
2438,-0.0133436348218105,-0.009431067836051878,-0.007794150756346986,-0.005973078137513074
2439,-0.0060353248018778,-0.008060887541727166,-0.010817444686493432,-0.010364110367297452
2440,-0.0134430787611898,-0.009047533088800519,-0.013058565780740132,-0.013487923136229126
2441,0.0,-0.004747588807195502,-0.0092199181271692,-0.006352813801172516
2442,-0.0060353248018778,-0.008808364080796188,-0.008895032051282115,-0.0043363714417636095
2443,-0.0112961596086264,-0.005755859880859887,-0.01472818614969874,-0.004902290043289986
2444,-0.00523271980315315,-0.010843738837068016,-0.01315960258392732,-0.01069805363771864
2445,-0.004623805520222251,-0.011724664790421991,-0.015848617851384198,-0.012927004811181184
2446,-0.0074505733434452005,-0.015450514939605798,-0.012262893918267622,-0.004394477864109358
2447,-0.0099406149406149,-0.0026231762575206277,-0.009670522504363652,-0.006456776031094444
2448,-0.00842977660425725,-0.007700777632161053,-0.015882239050335843,-0.012655395046257633
2449,-0.0120491887214185,-0.003781545598158048,-0.018696263114769598,-0.005339581714581716
2450,-0.0040349971165494,-0.00909795772632111,-0.012512898468725426,-0.008689016916640223
2451,-0.0061670871904789,-0.003379031656730539,-0.009192446702049682,-0.0028121530732422772
2452,-0.0080616169390889,-0.007417203387598048,-0.016607040146150158,-0.010082115483140523
2453,-0.005032005032005,-0.012427317147766369,-0.009141665088749383,-0.00775139881953254
2454,-0.011504817444219,-0.005339581714581716,-0.010817444686493432,-0.003187727189683791
2455,-0.0003591340956932,-0.0035520624454784544,-0.0068026838319905705,-0.013909218963906463
2456,-0.0053310759193111,-0.014902771170628326,-0.013176041666666638,-0.008607150510093059
2457,-0.0059494009514008,-0.006511058439301401,-0.012027260312523911,-0.009977102598735282
2458,-0.00516255933360165,-0.004828169419786518,-0.017806093980450147,-0.010602787788341197
2459,-0.0077637845093280495,-0.01069805363771864,-0.012575290054291276,-0.005687917481645936
2460,-0.00958020145893395,-0.012427317147766369,-0.019276845368678873,-0.0050126596128244084
2461,-0.010416967917876701,-0.01527790641897786,-0.010809361649955426,-0.017482160006885406
2462,-0.00523271980315315,-0.012865026124146832,-0.005475858334558487,-0.012427317147766369
2463,-0.0125414268271411,-0.014948196499549884,-0.015826935730795078,-0.012332971471867854
2464,-0.0062523334472551,-0.005087645795450013,-0.012608763702184778,-0.0038744437284593883
2465,-0.00889499294985065,-0.007552383253470789,-0.01828192714356011,-0.015309291563369538
2466,-0.0071723280342585,-0.006174286590414184,-0.015846896126306548,-0.0047854445993526645
2467,-0.0071723280342585,-0.007047406312123038,-0.010453599806594688,-0.009651760101360762
2468,-0.01288375648505375,-0.011265452237294792,-0.012599107232986333,-0.011291873101282882
2469,-0.01003810952085725,-0.00793263169663315,-0.012571449954328316,-0.010854884062096753
2470,-0.0127148406680572,-0.009936372446450445,-0.010701873295239517,-0.004127250696145085
2471,-0.0068303677012791,-0.011814323037731108,-0.008987407320970399,-0.016545130759213225
2472,-0.0113633868181418,-0.014364057883618248,-0.011156771743676505,-0.011264860007964547
2473,-0.0068648418082776,-0.00961699798912146,-0.008057098265002692,-0.00680192793244329
2474,-0.00277891293156945,-0.007552383253470789,-0.010105461471317204,-0.006835184601090921
2475,-0.0134812171372189,-0.006637243839825901,-0.013926998775993099,-0.0056471884780287356
2476,-0.01072052659669535,-0.006949953347513613,-0.012606553243465053,-0.01145105548845523
2477,-0.0074105927868749494,-0.010355102303223545,-0.014307828692528427,-0.008199413695437297
2478,-0.008966075098778,-0.005719750036645738,-0.007741504722986209,-0.009700972565726381
2479,-0.00967459438159835,-0.01414319655583389,-0.010701873295239517,-0.007663967195908752
2480,-0.0029824011368395,-0.008857526556932532,-0.01638537985748697,-0.0049260284680743595
2481,-0.0112385911202444,-0.010355102303223545,-0.008932698376947476,-0.009784624139016568
2482,-0.0034315789803976504,-0.005939343899406599,-0.010436913985103475,-0.010876284563771184
2483,-0.0012496604504677,-0.0035520624454784544,-0.007735920911558503,-0.00325823545885541
2484,-0.0039579706632636,-0.009570889198705329,-0.010052215287066069,-0.00910903930315644
2485,-0.0027123036468067498,-0.00961699798912146,-0.0163510092775642,-0.01016699664815704
2486,-0.0101171729681972,-0.00721399136447386,-0.012578311008124544,-0.006436647727835249
2487,-0.01126684166286325,-0.013667913051466505,-0.007534442427441598,-0.009651760101360762
2488,-0.01002850208201995,-0.01218266703187966,-0.007180478620228858,-0.010364110367297452
2489,-0.0042535331339657,-0.01527790641897786,-0.014307828692528427,-0.009156068506534089
2490,-0.0111045667295667,-0.007980653416461125,-0.010701873295239517,-0.014261143969831736
2491,-0.014830226995709751,-0.004991939379466098,-0.00993098607152595,-0.009700972565726381
2492,-0.0031625472850303,-0.008060887541727166,-0.019060018150793848,-0.006130302677268826
2493,-0.0098376010386716,-0.00815608080478621,-0.009670522504363652,-0.007141015223366411
2494,-0.01031670632017,-0.011918068211948823,-0.01052106439240727,-0.01585318627450978
2495,-0.0112961596086264,-0.00846215777022355,-0.014383453806590861,-0.013737062492394106
2496,-0.0080616169390889,-0.010524946348776196,-0.010078909616266792,-0.004846815051552225
2497,-0.011388932646281,-0.01267530982992427,-0.009026721322653492,-0.014902771170628326
2498,-0.0073758978769548,-0.012413173627157707,-0.01468131868131868,-0.004078640204082093
2499,-0.006524270088978,-0.011265452237294792,-0.0035414498207180165,-0.009936372446450445
2500,-0.0085854648102469,-0.01170076558577083,-0.010701873295239517,-0.012538149828868597
2501,-0.0054797307323138,-0.010531483131530125,-0.007311801110327466,-0.011330050536250406
2502,-0.007816813005914549,-0.005608851652051295,-0.010701873295239517,-0.003786395026206006
2503,-0.007693424346356999,-0.008815934809000732,-0.01498856745637135,-0.006737213403880032
2504,-0.0095005058963285,-0.005997809725735256,-0.013058565780740132,-0.008310315765616659
2505,-0.0068333468265336,-0.00996719591585488,-0.01045512679226189,-0.00622729287841485
2506,-0.0071900252423621,-0.012865026124146832,-0.01732855486095375,-0.0027686620181753933
2507,-0.00275699237480315,-0.008808364080796188,-0.003697985891133142,-0.003781545598158048
2508,-0.0080066516679024,-0.012865026124146832,-0.0134214478317754,-0.01224663654624284
2509,-0.0057402828705468,-0.00961699798912146,-0.015075593034416579,-0.01298381109071738
2510,-0.0080066516679024,-0.005179435063378347,-0.015384609571336142,-0.00758486503992245
2511,-0.0023898164857300997,-0.009362846966075635,-0.005659081270225956,-0.011007346441897173
2512,-0.0148760582751811,-0.009936372446450445,-0.008414535840663607,-0.009648297907952973
2513,-0.0065215121483298,-0.011557523851168743,-0.009214971080545063,-0.010192494767355623
2514,-0.0076887678400168,-0.004078640204082093,-0.01897939285082255,-0.009485932273432987
2515,-0.010419119319619051,-0.005555240088970043,-0.010800156886114007,-0.010364110367297452
2516,-0.0076267466424740004,-0.01129252481376207,-0.013839477021888454,-0.007390584723918047
2517,-0.01036658601924135,-0.007967872079545857,-0.010420078763828763,-0.011964322815477199
2518,-0.0161365397353792,-0.004078640204082093,-0.012438905620374648,-0.004902290043289986
2519,-0.0039889890742058,-0.013006829572250078,-0.012571449954328316,-0.006137217416076299
2520,-0.013651447768975651,-0.008695139023946717,-0.009313141796475126,-0.007390584723918047
2521,-0.0052103101622223,-0.014685178537973369,-0.008543424561955271,-0.012538149828868597
2522,-0.0122685185185185,-0.014902771170628326,-0.010877779605813341,-0.012865026124146832
2523,-0.0099210292945751,-0.010364110367297452,-0.005479712681006823,-0.006737213403880032
2524,-0.00415770021473895,-0.013318639671463933,-0.0137437529456204,-0.0042691326530611695
2525,-0.0027027576371812002,-0.005608851652051295,-0.013058565780740132,-0.01414319655583389
2526,-0.0010575891255999,-0.004063325608816035,-0.012882818379663971,-0.00795110067354939
2527,-0.0122702589807853,-0.014545389157424954,-0.01045512679226189,-0.009570889198705329
2528,-0.0146595263754253,-0.00679990316862536,-0.01052106439240727,-0.009763940973898691
2529,-0.00842977660425725,-0.013874059942859427,-0.008669471153846198,-0.006920819822157134
2530,-0.0023025084734484497,-0.012063770538146754,-0.0137437529456204,-0.005546487747145641
2531,-0.01080239944661915,-0.015532335115481521,-0.00865259121749469,-0.01224663654624284
2532,-0.0017883708218401498,-0.00679990316862536,-0.011458286092214658,-0.005546487747145641
2533,-0.0088006674500482,-0.007166317139874503,-0.01052106439240727,-0.006222518379410305
2534,-0.0026310846999963,-0.014647596454086653,-0.017530403702691905,-0.007116081982155516
2535,-0.0038269967906122,-0.01388695059682396,-0.006541895194153623,-0.013269303699952833
2536,-0.00532268761700945,-0.011264860007964547,-0.010453599806594688,-0.01044681685157876
2537,-0.01183281762527225,-0.011279003528573209,-0.01112087359059178,-0.009784624139016568
2538,-0.0040773765646609,-0.008647990475847134,-0.02225207612154051,-0.0025391648726340588
2539,-0.0119802553689678,-0.005578135356706815,-0.007055743652346489,-0.01278704870455678
2540,-0.0011969682781288,-0.011007346441897173,-0.014783773843086552,-0.011400482130672088
2541,-0.006031350258083049,-0.011997600240610761,-0.013014722728622325,-0.011400482130672088
2542,-0.00509682087809635,-0.009431067836051878,-0.010198257006151762,-0.005633118891895689
2543,-0.0034404897385329498,-0.007361338836245287,-0.01638537985748697,-0.01145105548845523
2544,-0.0082580883143771,-0.013817892156862747,-0.018010201114525906,-0.01462123042447701
2545,-0.00638733016983685,-0.009084282310016588,-0.008179903738093242,-0.007278337362605903
2546,-0.00563201480753505,-0.010470263851513856,-0.015170134207240131,-0.012400968771260635
2547,-0.009930822117595,-0.0011759981414687336,-0.0149099239825884,-0.006706444436907039
2548,-0.00646123396123395,-0.010740420498788754,-0.0051140376557357835,-0.00869834315954296
2549,-0.0132460692269965,-0.006100354463143481,-0.009799740530185192,-0.011470744533341142
2550,-0.008998864697394,-0.008815934809000732,-0.014795324535963474,-0.012512532405865785
2551,-0.0053310759193111,-0.008607150510093059,-0.012006639207553859,-0.003786395026206006
2552,-0.0051343636869952,-0.008429945426478397,-0.011615615004673174,-0.006815920802463377
2553,-0.00563201480753505,-0.014364057883618248,-0.010526323449607758,-0.0110576556014262
2554,-0.012090194942759,-0.007322900100791195,-0.006748957489698233,-0.01278704870455678
2555,-0.0039341082712543,-0.012648982509970826,-0.012608763702184778,-0.007417203387598048
2556,-0.0008505187570479,-0.0032325588388176507,-0.013058565780740132,-0.010499300920440196
2557,-0.00958020145893395,-0.00996719591585488,-0.009214971080545063,-0.014094832614113748
2558,-0.0076887678400168,-0.013976443062595979,-0.008718849064431454,-0.012938165687716621
2559,-0.006524270088978,-0.008429945426478397,-0.015113068289494769,-0.00793263169663315
2560,-0.00328165692851315,-0.010132992354683653,-0.014524234892659423,-0.009570889198705329
2561,-0.01098771822207825,-0.012427317147766369,-0.016782555995400586,-0.0027104802322163273
2562,-0.00341824561402205,-0.010882896049395352,-0.012719648258282916,-0.016955100896446765
2563,-0.0119802553689678,-0.0065703783654935,-0.0122512364224374,-0.014850505272857214
2564,-0.00736121854787705,-0.012400968771260635,-0.012343247270227573,-0.004888554050116567
2565,-0.0014174414984533502,-0.010592982954545471,-0.01263037042216011,-0.003632451044670559
2566,-0.00133095576400565,-0.010051684547303742,-0.015059063299526144,-0.00558414126582181
2567,-0.0043154761904761,-0.011031964823071169,-0.014393557199980476,-0.011502521270015064
2568,-0.0121881378267573,-0.004983968286481712,-0.009926051902242376,-0.014837111113336462
2569,-0.0171539695942979,-0.00815608080478621,-0.01045512679226189,-0.009315755735198581
2570,-0.0066980247222447,-0.006071428571428603,-0.014257781948374806,-0.011279003528573209
2571,-0.0107856704370571,-0.014948196499549884,-0.013313727035957162,-0.008402729393850103
2572,-0.00240327544013435,-0.007967872079545857,-0.01603470828810927,-0.005744180177707246
2573,-0.0029757164694958,-0.014300525576716086,-0.009926051902242376,-0.006452554752578251
2574,-0.0093602693602693,-0.014543300350443378,-0.006769325958303901,-0.012413173627157707
2575,-0.0026769504097935,-0.011862342925545517,-0.013971288826643323,-0.009321871914828972
2576,-0.0058585149355939,-0.010921257802186002,-0.01181290849332161,-0.012407024493032172
2577,-0.00909004580917455,-0.011265452237294792,-0.011088413341312154,-0.01727682132733606
2578,-0.00903839566351295,-0.011265452237294792,-0.013169076092187952,-0.001729400307926121
2579,-0.00842977660425725,-0.008808364080796188,-0.017806093980450147,-0.011560450926046361
2580,-0.0075039430428525495,-0.011964322815477199,-0.010250038422996885,-0.008293901963277093
2581,-0.00440835663777265,-0.008429945426478397,-0.015922321728892713,-0.010629860364808475
2582,-0.0124280481423337,-0.012381493069767067,-0.008609370408040495,-0.013680288719042139
2583,-0.00984303666549935,-0.00961699798912146,-0.009237247406818116,-0.0049260284680743595
2584,-0.0080616169390889,-0.004846815051552225,-0.012563832264756419,-0.00961699798912146
2585,-0.0073700112737683995,-0.007113547992225201,-0.009926051902242376,-0.006647550365079056
2586,-0.00277891293156945,-0.00508158871564221,-0.009926051902242376,-0.012063770538146754
2587,-0.00729159144221885,-0.005546487747145641,-0.00993110271616917,-0.005629020427070107
2588,-0.0134430787611898,-0.006637243839825901,-0.008266835037433792,-0.010355102303223545
2589,-0.0090628463220459,-0.004305569189003079,-0.008453894547092862,-0.0096354806320136
2590,-0.0003619398233759507,-0.01056128041488676,-0.010337214156239526,-0.0075778149944777246
2591,-0.0143177809844476,-0.008808364080796188,-0.013176041666666638,-0.013318639671463933
2592,-0.0016516802710362499,-0.010574026424081671,-0.012421678931570555,-0.011318846743453063
2593,-0.006524270088978,-0.004243351665261352,-0.010503489885634876,-0.011131824131384707
2594,-0.010621334329161,-0.00909795772632111,-0.009481451702874791,-0.007802261261165344
2595,-0.0014920402687606,-0.008647990475847134,-0.00844553934680281,-0.005608851652051295
2596,-0.0113633868181418,-0.008590720987937471,-0.013720651559866556,-0.0065266832158097626
2597,-0.00889499294985065,-0.010119882198998238,-0.01636083875052747,-0.009156068506534089
2598,-0.00527197674913025,-0.014627429021247694,-0.015384609571336142,-0.00869834315954296
2599,-0.002496025305264,-0.013817892156862747,-0.0038992648731805066,-0.012512532405865785
2600,-0.00687758138071325,-0.010843738837068016,-0.007679464972782789,-0.006920819822157134
2601,-0.0114068465466458,-0.00645102438849959,-0.006197597230912129,-0.012427317147766369
2602,-0.013826829703995,-0.00989199731863925,-0.008755176300987808,-0.013315878909895495
2603,-0.0060772358859671,-0.009936372446450445,-0.010526323449607758,-0.013744340393176159
2604,-0.0035649951229607497,-0.005192865675646845,-0.008609370408040495,-0.010876284563771184
2605,-0.0064850543181698,-0.008002578706175018,-0.012719648258282916,-0.0038744437284593883
2606,0.0,-0.011291873101282882,-0.01211504458612683,-0.011007346441897173
2607,-0.0020148289512778,-0.010843738837068016,-0.009926051902242376,-0.005838203544313311
2608,-0.0047056709518095,-0.007361338836245287,-0.010645360604307964,-0.013264890786682512
2609,-0.0071900252423621,-0.010224629458886983,-0.009573465416372823,-0.004394477864109358
2610,-0.0052287048131923,-0.013093400391314791,-0.013081035101626531,-0.01298381109071738
2611,-0.009621409332747001,-0.011007346441897173,-0.008758783384080121,-0.014190965502383884
2612,-0.0039889890742058,-0.009156068506534089,-0.013732202252743478,-0.0004990570833654992
2613,-0.0041682513315599,-0.00909795772632111,-0.013635504503419887,-0.009651760101360762
2614,-0.0055186667042923495,-0.013097546931679546,-0.016047259354898806,-0.010224629458886983
2615,-0.0105777064654938,-0.006174286590414184,-0.010809361649955426,-0.008043956043956062
2616,-0.005309141716300449,-0.01207307248999592,-0.006251115754305404,-0.013135841348176094
2617,-0.00936279391016125,-0.0037701235093195312,-0.013014722728622325,-0.010602787788341197
2618,-0.004449580620014,-0.0035520624454784544,-0.010069302000248706,-0.013013575630245897
2619,-0.005861606233483051,-0.013782482419863247,-0.016048051985789177,-0.01224663654624284
2620,-0.00440835663777265,-0.014627429021247694,-0.013006959706959705,-0.006949953347513613
2621,-0.00435613760583565,-0.005608851652051295,-0.012376481274551376,-0.006737213403880032
2622,-0.0065215121483298,-0.009823515288090515,-0.00865259121749469,-0.0065266832158097626
2623,-0.0088006674500482,-0.008607150510093059,-0.008414535840663607,-0.010364110367297452
2624,-0.0135655120996452,-0.008344289530026562,-0.014153056692664943,-0.010531483131530125
2625,-0.0071900252423621,-0.008313885360289933,-0.010665116669204219,-0.0030406009948474207
2626,-0.0016516802710362499,-0.005736734788018637,-0.010739261841577488,-0.005663305935819027
2627,-0.00899863884414875,-0.0035217246764962865,-0.004556358524877041,-0.00622886463844799
2628,0.0,-0.011553987051574899,-0.01840218839168368,-0.011031964823071169
2629,-0.0004586779785046842,-0.002897584161869915,-0.009676692190528404,-0.006455264550264562
2630,-0.0111307898432193,-0.010311260603637032,-0.012941089894813625,-0.007366385702745767
2631,-0.0051343636869952,-0.011557523851168743,-0.012548408384820853,-0.005521788847004033
2632,-0.0107706612752879,-0.006920819822157134,-0.010701873295239517,-0.010499300920440196
2633,-0.0040010622350588505,-0.005635552665517127,-0.012719648258282916,-0.010876284563771184
2634,-0.01126684166286325,-0.005400805757661602,-0.02169849982025257,-0.012927004811181184
2635,-0.0111581039591036,-0.00622886463844799,-0.01032639204545454,-0.009321871914828972
2636,-0.00842977660425725,-0.007216438264747705,-0.012608763702184778,-0.014215125473633669
2637,-0.0080616169390889,-0.015502311625911817,-0.010701873295239517,-0.011316656321619553
2638,-0.0055186667042923495,-0.013201043524483081,-0.007828323081167841,-0.012406144781144678
2639,-0.007830563537214,-0.005340833987701021,-0.010645360604307964,-0.008647990475847134
2640,-0.0030208333333333,-0.012078839971048165,-0.010420078763828763,-0.007651742877670997
2641,-0.0019841443800517,-0.005719750036645738,-0.011191753798622563,-0.00881542048637636
2642,0.0,-0.006957624323549516,-0.007348227676461962,-0.009497400482197335
2643,-0.0103430682283554,-0.015213978376798887,-0.012719648258282916,-0.0158141408295406
2644,-0.01003810952085725,-0.005736734788018637,-0.010052215287066069,-0.009141459338820546
2645,-0.0187424709145621,-0.012413173627157707,-0.012773415969820892,-0.003786395026206006
2646,-0.0117516967569653,-0.005054244799056945,-0.013169076092187952,-0.0119111667763825
2647,-0.0107265703387327,-0.009756007994335392,-0.013329762659326776,-0.0042977325740441025
2648,-0.0111895963336358,-0.006815920802463377,-0.0069132706677092134,-0.002736496913580244
2649,-0.0098210544901722,-0.006436647727835249,-0.011101617770358754,-0.008695139023946717
2650,-0.004763030966239449,-0.005719750036645738,-0.008453894547092862,-0.0065512002773011405
2651,-0.0122685185185185,-0.009776685217785953,-0.01408550934973967,-0.011227735592540877
2652,-0.0075169290472598994,-0.00961699798912146,-0.012728426227214103,-0.004849269165852852
2653,-0.0073507193605232,-0.009141459338820546,-0.01181290849332161,-0.0054091617518304234
2654,0.0,-0.012382535830085264,-0.013329762659326776,-0.010843738837068016
2655,-0.0090628463220459,-0.011912013822031242,-0.011039101986546949,-0.002736496913580244
2656,-0.0008011664261663,-0.012865026124146832,-0.010701873295239517,-0.014017186431469077
2657,-0.0079630331475008,-0.012063770538146754,-0.009926051902242376,-0.008402729393850103
2658,-0.01054368379772895,-0.007141015223366411,-0.008662597518191793,-0.006143058655322546
2659,-0.0052287048131923,-0.0119111667763825,-0.010198257006151762,-0.010364110367297452
2660,-0.0068582060164551,-0.005102882375952092,-0.006664166666666679,-0.00996719591585488
2661,-0.00246267085035195,-0.008293901963277093,-0.012075101470122106,-0.0119111667763825
2662,-0.00827773756653395,-0.01068674136927207,-0.011031606671936409,-0.005608851652051295
2663,-0.00249861504405865,-0.007829476111569936,-0.008453894547092862,-0.0044432771816652235
2664,-0.00275528041670175,-0.00500858906741976,-0.012343247270227573,-0.007881053904101543
2665,-0.0041712527027819,-0.013514995712696404,-0.009670522504363652,-0.014371712435403148
2666,-0.006787495652336901,-0.00516591669538536,-0.010436913985103475,-0.006835184601090921
2667,-0.0040349971165494,-0.009982760396255279,-0.01045512679226189,-0.010204104913003276
2668,-0.00286877862670835,-0.009784624139016568,-0.011005752327600279,-0.011033867824393202
2669,-0.0040349971165494,-0.008008544788351862,-0.01207332490281102,-0.013514995712696404
2670,-0.0107706612752879,-0.009431067836051878,-0.01468131868131868,-0.00550860191990462
2671,-0.00463305795421925,-0.003920165916476093,-0.012995698135330332,-0.014902771170628326
2672,-0.0090091286012307,-0.014532033280110213,-0.013708013200208294,-0.006183041027262144
2673,-0.00646123396123395,-0.011400482130672088,-0.009926051902242376,-0.008043956043956062
2674,-0.01183281762527225,-0.008637583323057793,-0.007344815835100311,-0.014094832614113748
2675,-0.0040773765646609,-0.01145105548845523,-0.012563832264756419,-0.010355102303223545
2676,-0.01031670632017,-0.008703327898469101,-0.010105461471317204,-0.010531483131530125
2677,-0.00046190584293285,-0.013437501205529796,-0.014016540945717734,-0.005710235690235661
2678,-0.0039341082712543,-0.011902777777777769,-0.008068887110243922,-0.011987486971272263
2679,-0.012840467696149,-0.014134271281655543,-0.013769125531487373,-0.005419539567001752
2680,-0.0108468801496535,-0.010882896049395352,-0.010105461471317204,-0.004580518533384308
2681,-0.01110542355813315,-0.00582943457046093,-0.005441767965141605,-0.010921257802186002
2682,-0.0031148981090439497,-0.006307227735850107,-0.010800156886114007,-0.013389827477445623
2683,-0.0017390584179799,-0.011972360083436568,-0.014426642843281164,-0.007185567973036014
2684,-0.00275699237480315,-0.006222518379410305,-0.01897939285082255,-0.00981524331048144
2685,-0.0023898164857300997,-0.009756007994335392,-0.012438905620374648,-0.011240572794844784
2686,-0.0118812515560907,-0.011918068211948823,-0.01684969277740285,-0.008310315765616659
2687,-0.0004586779785046842,-0.016945539683294784,-0.012583016076017011,-0.004849269165852852
2688,-0.0107265703387327,-0.007357599220366044,-0.01569734968314511,-0.005340833987701021
2689,-0.0135103791675405,-0.0032325588388176507,-0.01124347148622104,-0.012427317147766369
2690,-0.0117516967569653,-0.00758486503992245,-0.011191753798622563,-0.010604046479614396
2691,-0.0046646748500815,-0.0052772814111144845,-0.005790852761104477,-0.010854884062096753
2692,-0.00234514937465135,-0.009027605048539791,-0.01047076857037528,-0.0020568755528699648
2693,-0.00687758138071325,-0.012410005935152159,-0.016674418146156132,-0.00910903930315644
2694,-0.002479674895297,-0.008703327898469101,-0.008433382651624341,-0.008344289530026562
2695,-0.002557931834247573,-0.012538149828868597,-0.017002950917202348,-0.006342064594356276
2696,-0.0092917117612339,-0.006815920802463377,-0.01897939285082255,-0.01422625965717492
2697,-0.0055186667042923495,-0.0053321147008649344,-0.010739261841577488,-0.005054244799056945
2698,-0.0042714361028425,-0.012648982509970826,-0.011031606671936409,-0.010602787788341197
2699,-0.0012998318151895506,-0.011054515489823728,-0.007794150756346986,-0.00680192793244329
2700,-0.0039671969215039,-0.010843738837068016,-0.010420078763828763,-0.015242984949681394
2701,-0.00809883456975005,-0.008590720987937471,-0.013084987136467788,-0.013578356889252734
2702,-0.0042714361028425,-0.013093400391314791,-0.0109145054598166,-0.013541064265239922
2703,-0.0075900445964661,-0.009651760101360762,-0.01455488091829489,-0.011238379660827514
2704,-0.0034185074948571,-0.012865026124146832,-0.010198257006151762,-0.013384197000934185
2705,-0.008162769335693949,-0.006645641721983335,-0.011059552445154025,-0.014597204949307135
2706,0.0,-0.013333084470719951,-0.00939719058405927,-0.013047587416620918
2707,-0.011190482928395949,-0.008808364080796188,-0.0092199181271692,-0.004127250696145085
2708,-0.0060353248018778,-0.0048943189503056,-0.010701873295239517,-0.0038517970786614633
2709,-0.00075,-0.012382535830085264,-0.0092199181271692,-0.01452371001205748
2710,-0.0025389412144442,-0.011451087233439667,-0.00939719058405927,-0.010123075055979747
2711,-0.00645817335931665,-0.011983274157962262,-0.012608763702184778,-0.010927220329199634
2712,-0.00411703424010355,-0.01576845069243632,-0.01545554614139804,-0.01044681685157876
2713,-0.0083181081406096,-0.0037199989927767674,-0.010219642122883408,-0.011470744533341142
2714,-0.0047056709518095,-0.005997809725735256,-0.011184048644257566,-0.01001342101795271
2715,-0.0010014058095623,-0.006737213403880032,-0.012044985199461388,-0.014521160534261529
2716,-0.00899863884414875,-0.013199164067901226,-0.013892486009065324,-0.0083395130183639
2717,-0.0046646748500815,-0.009522873721481969,-0.010250038422996885,-0.011227735592540877
2718,-0.0007074280955995,-0.0037277375463627034,-0.0073606733314431,-0.006637243839825901
2719,-0.0063250945700606,-0.013097546931679546,-0.012882818379663971,-0.015309291563369538
2720,-0.009517913318887551,-0.007509308868209316,-0.012719648258282916,-0.005597664272807487
2721,-0.0009841906252933,-0.008727240154750876,-0.010701873295239517,-0.003924860317511021
2722,0.0,-0.006548379805096399,-0.01221439877599464,-0.0034643727232618535
2723,-0.0100048925356712,-0.011502521270015064,-0.011191753798622563,-0.014833303198568532
2724,-0.0100048925356712,-0.0027291118738598024,-0.0137437529456204,-0.009497400482197335
2725,-0.00563201480753505,-0.010882896049395352,-0.011595564158905256,-0.007116081982155516
2726,-0.00509682087809635,-0.010602787788341197,-0.01263037042216011,-0.012847180050112289
2727,-0.0045364018036704,-0.013201043524483081,-0.012882818379663971,-0.01145105548845523
2728,-0.0073700112737683995,-0.008344289530026562,-0.008695330981740662,-0.00909795772632111
2729,-0.00966905346750005,-0.010991735462763764,-0.009573465416372823,-0.007391816154389268
2730,-0.00597938783510135,-0.005340833987701021,-0.011595564158905256,-0.01124335162541554
2731,-0.00779217923518785,-0.00515660278704224,-0.010099812301895633,-0.007552383253470789
