dataset,representation,predictor,seed,pairs,exact_zero_ties,tie_fraction,strict_direction_accuracy,non_tie_direction_accuracy,sign_flipped_strict_accuracy,median_absolute_predicted_delta
CHEMBL4203_Ki,molformer,xgboost,42,6,0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.07821869850158686
CHEMBL4203_Ki,morgan,mlp,11,6,0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.34720140695571894
CHEMBL4203_Ki,morgan,mlp,23,6,0,0.0,0.5,0.5,0.5,0.09833788871765128
CHEMBL4203_Ki,morgan,mlp,42,6,0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4150633811950683
CHEMBL4203_Ki,morgan,xgboost,11,6,0,0.0,1.0,1.0,0.0,0.39288175106048584
CHEMBL4203_Ki,morgan,xgboost,23,6,1,0.16666666666666666,0.3333333333333333,0.4,0.5,0.034655094146728446
CHEMBL4203_Ki,morgan,xgboost,42,6,0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0916594266891479
CHEMBL4203_Ki,unimol,mlp,11,6,0,0.0,0.5,0.5,0.5,0.4104105830192566
CHEMBL4203_Ki,unimol,mlp,23,6,0,0.0,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.03738689422607415
CHEMBL4203_Ki,unimol,mlp,42,6,0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.1841435432434082
CHEMBL4203_Ki,unimol,xgboost,11,6,3,0.5,0.5,1.0,0.0,0.01119732856750485
CHEMBL4203_Ki,unimol,xgboost,23,6,5,0.8333333333333334,0.16666666666666666,1.0,0.0,0.0
CHEMBL4203_Ki,unimol,xgboost,42,6,0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.18510341644287104
CHEMBL4616_EC50,molformer,mlp,11,9,0,0.0,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.0612316131591796
CHEMBL4616_EC50,molformer,mlp,23,9,0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0318552255630493
CHEMBL4616_EC50,molformer,mlp,42,9,0,0.0,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.0753858089447021
CHEMBL4616_EC50,molformer,xgboost,11,9,2,0.2222222222222222,0.3333333333333333,0.42857142857142855,0.4444444444444444,0.0197354555130004
CHEMBL4616_EC50,molformer,xgboost,23,9,2,0.2222222222222222,0.3333333333333333,0.42857142857142855,0.4444444444444444,0.0339478254318237
CHEMBL4616_EC50,molformer,xgboost,42,9,0,0.0,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.0204243659973144
CHEMBL4616_EC50,morgan,mlp,11,9,0,0.0,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.0187891721725463
CHEMBL4616_EC50,morgan,mlp,23,9,0,0.0,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.0732115507125854
CHEMBL4616_EC50,morgan,mlp,42,9,0,0.0,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.1580472588539123
CHEMBL4616_EC50,morgan,xgboost,11,9,3,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.0330241918563842
CHEMBL4616_EC50,morgan,xgboost,23,9,4,0.4444444444444444,0.2222222222222222,0.4,0.3333333333333333,0.0064054727554321
CHEMBL4616_EC50,morgan,xgboost,42,9,3,0.3333333333333333,0.4444444444444444,0.6666666666666666,0.2222222222222222,0.0221660137176513
CHEMBL4616_EC50,unimol,mlp,11,9,0,0.0,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.0703409910202026
CHEMBL4616_EC50,unimol,mlp,23,9,0,0.0,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.0565437078475952
CHEMBL4616_EC50,unimol,mlp,42,9,0,0.0,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.1147831678390502
CHEMBL4616_EC50,unimol,xgboost,11,9,5,0.5555555555555556,0.2222222222222222,0.5,0.2222222222222222,0.0
CHEMBL4616_EC50,unimol,xgboost,23,9,0,0.0,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.0346380472183227
CHEMBL4616_EC50,unimol,xgboost,42,9,5,0.5555555555555556,0.2222222222222222,0.5,0.2222222222222222,0.0
CHEMBL4792_Ki,molformer,mlp,11,21,0,0.0,0.19047619047619047,0.19047619047619047,0.8095238095238095,0.0526206493377685
CHEMBL4792_Ki,molformer,mlp,23,21,0,0.0,0.5238095238095238,0.5238095238095238,0.47619047619047616,0.0772936344146728
CHEMBL4792_Ki,molformer,mlp,42,21,0,0.0,0.5238095238095238,0.5238095238095238,0.47619047619047616,0.0360608100891113
CHEMBL4792_Ki,molformer,xgboost,11,21,10,0.47619047619047616,0.23809523809523808,0.45454545454545453,0.2857142857142857,0.0057895183563232
CHEMBL4792_Ki,molformer,xgboost,23,21,0,0.0,0.5238095238095238,0.5238095238095238,0.47619047619047616,0.2108322381973266
CHEMBL4792_Ki,molformer,xgboost,42,21,11,0.5238095238095238,0.19047619047619047,0.4,0.2857142857142857,0.0
CHEMBL4792_Ki,morgan,mlp,11,21,0,0.0,0.47619047619047616,0.47619047619047616,0.5238095238095238,0.0724596977233886
CHEMBL4792_Ki,morgan,mlp,23,21,0,0.0,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.0548439025878906
CHEMBL4792_Ki,morgan,mlp,42,21,0,0.0,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.1199396848678588
CHEMBL4792_Ki,morgan,xgboost,11,21,17,0.8095238095238095,0.047619047619047616,0.25,0.14285714285714285,0.0
CHEMBL4792_Ki,morgan,xgboost,23,21,2,0.09523809523809523,0.2857142857142857,0.3157894736842105,0.6190476190476191,0.031225562095642
CHEMBL4792_Ki,morgan,xgboost,42,21,21,1.0,0.0,,0.0,0.0
CHEMBL4792_Ki,unimol,mlp,11,21,0,0.0,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.1114304065704345
CHEMBL4792_Ki,unimol,mlp,23,21,0,0.0,0.5238095238095238,0.5238095238095238,0.47619047619047616,0.1386373043060302
CHEMBL4792_Ki,unimol,mlp,42,21,0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.1631169319152832
CHEMBL4792_Ki,unimol,xgboost,11,21,5,0.23809523809523808,0.5714285714285714,0.75,0.19047619047619047,0.0237975120544433
CHEMBL4792_Ki,unimol,xgboost,23,21,0,0.0,0.38095238095238093,0.38095238095238093,0.6190476190476191,0.0871081352233886
CHEMBL4792_Ki,unimol,xgboost,42,21,0,0.0,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.032045841217041
