dataset,component_id,left_index,right_index,representation,predictor,explainer,seed,trained_ap,trained_nap,permuted_ap,permuted_nap,prevalence,delta_nap,delta_ap,pair_index,original_pair_index,potency_difference,original_potency_difference,component_median_potency_difference,component_pair_count,same_as_original
CHEMBL4616_EC50,31,544,546,morgan,xgboost,crem_lime,42,0.0793650793650793,0.0,0.0793650793650793,0.0,0.0793650793650793,0.0,0.0,940,940,1.9661417327390325,1.9661417327390325,1.9661417327390325,1,True
CHEMBL4616_EC50,34,604,608,morgan,xgboost,crem_lime,42,0.1149228481693902,-0.0431266432289329,0.1587608191991606,0.0085395369132965,0.1515151515151515,-0.0516661801422294,-0.0438379710297704,1007,1007,1.3025140804612594,1.3025140804612594,1.2722668583886545,2,True
CHEMBL4616_EC50,35,610,614,morgan,xgboost,crem_lime,42,0.3750471194443138,0.2000603128887216,0.3176998682066588,0.1266558313045233,0.21875,0.0734044815841983,0.057347251237654995,1010,1011,1.9950557290813071,2.311223910432457,1.9950557290813071,3,False
CHEMBL4616_EC50,37,648,651,morgan,xgboost,crem_lime,42,0.5436520016691142,0.3249852524688981,0.2078531500834981,-0.1717172155014923,0.323943661971831,0.4967024679703904,0.33579885158561606,1015,1013,2.195031560679157,2.484904754280328,2.107722663777343,10,False
CHEMBL4616_EC50,2,16,37,morgan,mlp,crem_mean,42,0.1875236489465738,0.0334333065054068,0.1808098316898591,0.0254461790793151,0.1594202898550724,0.007987127426091704,0.006713817256714716,8,8,1.8784542062890388,1.8784542062890388,1.8784542062890388,1,True
CHEMBL4616_EC50,7,135,141,morgan,mlp,crem_mean,42,0.5626575888547437,0.3478227202219862,0.4765300191074593,0.2193868705988428,0.3294117647058823,0.1284358496231434,0.08612756974728442,55,58,1.4449365713482614,2.3869446243705745,1.4214382900101494,32,False
CHEMBL4616_EC50,13,120,124,morgan,mlp,crem_mean,42,0.5183094195993132,0.2774641293989698,0.4971999484118125,0.2457999226177187,0.3333333333333333,0.03166420678125109,0.021109471187500728,50,50,1.2240148113728644,1.2240148113728644,1.2240148113728644,1,True
CHEMBL4616_EC50,14,189,193,morgan,mlp,crem_mean,42,0.2557709447415329,-0.0024309723889556,0.3171553260802754,0.0802500310469015,0.2575757575757575,-0.08268100343585709,-0.06138438133874252,104,102,1.5999318377006553,2.099913633468997,1.749956476481321,6,False
CHEMBL4616_EC50,23,283,296,morgan,mlp,crem_mean,42,0.4676462050712884,0.0270775471992511,0.3924651102788902,-0.1103223846627178,0.4528301886792453,0.13739993186196892,0.0751810947923982,489,488,1.6478174818886373,1.6989700043360187,1.5228787452803374,4,False
CHEMBL4616_EC50,31,544,546,morgan,mlp,crem_mean,42,0.0793650793650793,0.0,0.0793650793650793,0.0,0.0793650793650793,0.0,0.0,940,940,1.9661417327390325,1.9661417327390325,1.9661417327390325,1,True
CHEMBL4616_EC50,34,604,608,morgan,mlp,crem_mean,42,0.1515151515151515,0.0,0.1515151515151515,0.0,0.1515151515151515,0.0,0.0,1007,1007,1.3025140804612594,1.3025140804612594,1.2722668583886545,2,True
CHEMBL4616_EC50,35,610,614,morgan,mlp,crem_mean,42,0.6849266022198353,0.5967060508413892,0.7864403453689168,0.7266436420722135,0.21875,-0.12993759123082438,-0.10151374314908157,1010,1011,1.9950557290813071,2.311223910432457,1.9950557290813071,3,False
CHEMBL4616_EC50,37,648,651,morgan,mlp,crem_mean,42,0.6561425495677881,0.4913775212356865,0.4420998586896595,0.1747727076451214,0.323943661971831,0.31660481359056514,0.21404269087812855,1015,1013,2.195031560679157,2.484904754280328,2.107722663777343,10,False
CHEMBL4616_EC50,2,16,37,morgan,mlp,crem_lime,42,0.1229404223891802,-0.0433984630197683,0.1422847974207041,-0.0203853272064036,0.1594202898550724,-0.023013135813364703,-0.019344375031523905,8,8,1.8784542062890388,1.8784542062890388,1.8784542062890388,1,True
CHEMBL4616_EC50,7,135,141,morgan,mlp,crem_lime,42,0.4020535502110314,0.1083254696129416,0.5881366327715943,0.3858177857120266,0.3294117647058823,-0.277492316099085,-0.18608308256056294,55,58,1.4449365713482614,2.3869446243705745,1.4214382900101494,32,False
CHEMBL4616_EC50,13,120,124,morgan,mlp,crem_lime,42,0.6675790840289468,0.5013686260434203,0.7170928720198148,0.5756393080297221,0.3333333333333333,-0.07427068198630182,-0.04951378799086792,50,50,1.2240148113728644,1.2240148113728644,1.2240148113728644,1,True
CHEMBL4616_EC50,14,189,193,morgan,mlp,crem_lime,42,0.232723032481252,-0.033475099106885,0.4526686246070931,0.2627781474299621,0.2575757575757575,-0.2962532465368471,-0.2199455921258411,104,102,1.5999318377006553,2.099913633468997,1.749956476481321,6,False
CHEMBL4616_EC50,23,283,296,morgan,mlp,crem_lime,42,0.5362407291793424,0.1524399533277637,0.4800564461626723,0.0497583326421252,0.4528301886792453,0.10268162068563849,0.05618428301667011,489,488,1.6478174818886373,1.6989700043360187,1.5228787452803374,4,False
CHEMBL4616_EC50,31,544,546,morgan,mlp,crem_lime,42,0.0793650793650793,0.0,0.0793650793650793,0.0,0.0793650793650793,0.0,0.0,940,940,1.9661417327390325,1.9661417327390325,1.9661417327390325,1,True
CHEMBL4616_EC50,34,604,608,morgan,mlp,crem_lime,42,0.1076405379144436,-0.0517093660294056,0.1251514496672567,-0.0310715057493045,0.1515151515151515,-0.020637860280101103,-0.017510911752813094,1007,1007,1.3025140804612594,1.3025140804612594,1.2722668583886545,2,True
CHEMBL4616_EC50,35,610,614,morgan,mlp,crem_lime,42,0.3150863728310892,0.1233105572237941,0.6242403819730176,0.5190276889254625,0.21875,-0.3957171317016684,-0.30915400914192837,1010,1011,1.9950557290813071,2.311223910432457,1.9950557290813071,3,False
CHEMBL4616_EC50,37,648,651,morgan,mlp,crem_lime,42,0.547715275930123,0.330995512313307,0.3066796920024583,-0.0255362889130304,0.323943661971831,0.3565318012263374,0.24103558392766472,1015,1013,2.195031560679157,2.484904754280328,2.107722663777343,10,False
CHEMBL239_EC50,1,1,33,morgan,xgboost,crem_mean,42,0.3808604509185904,0.1697901500953826,0.6126656394453005,0.4806198347107439,0.2542372881355932,-0.3108296846153613,-0.23180518852671012,4,4,2.51309746187963,2.51309746187963,2.51309746187963,1,True
CHEMBL239_EC50,2,21,34,morgan,xgboost,crem_mean,42,0.4360650873394998,0.2346597613893211,0.3900148220012396,0.172162972715968,0.2631578947368421,0.06249678867335309,0.04605026533826018,54,70,1.576252727721677,2.6989700043360187,1.576252727721677,69,False
CHEMBL239_EC50,7,62,64,morgan,xgboost,crem_mean,42,0.04630626393534,-0.0097933675978752,0.0876831501831501,0.0340174531351001,0.0555555555555555,-0.0438108207329753,-0.041376886247810093,109,109,1.5328392767509351,1.5328392767509351,1.5328392767509351,1,True
CHEMBL239_EC50,14,141,143,morgan,xgboost,crem_mean,42,0.0724497126436781,0.0135576309067688,0.0733290071382219,0.0144927536231884,0.0597014925373134,-0.0009351227164196008,-0.0008792944945437975,162,158,1.486881092008819,2.669006780958576,1.486881092008819,7,False
CHEMBL239_EC50,16,150,156,morgan,xgboost,crem_mean,42,0.3843059213735245,0.0178213507625272,0.4250248756218905,0.0827777777777776,0.373134328358209,-0.0649564270152504,-0.040718954248366024,165,165,1.0142404391146096,1.0142404391146096,1.0142404391146096,1,True
CHEMBL239_EC50,18,168,171,morgan,xgboost,crem_mean,42,0.1102777144936488,0.0007734332005595,0.0983004628229876,-0.0126779417526446,0.1095890410958904,0.0134513749532041,0.011977251670661201,173,170,1.6627578316815743,2.7160033436347994,1.6893805876581869,16,False
CHEMBL239_EC50,22,190,193,morgan,xgboost,crem_mean,42,0.3169208639162796,0.1803050366995355,0.3508658008658008,0.2210389610389609,0.1666666666666666,-0.04073392433942541,-0.03394493694952122,193,193,1.3348882629249488,1.3348882629249488,1.3348882629249488,1,True
CHEMBL239_EC50,24,198,199,morgan,xgboost,crem_mean,42,0.2734172314435106,-0.0033762041970567,0.3023132183908046,0.0365277777777777,0.2758620689655172,-0.0399039819748344,-0.028895986947294006,195,196,1.0299632233774432,1.3916910593950362,1.2108271413862397,2,False
CHEMBL239_EC50,25,203,215,morgan,xgboost,crem_mean,42,0.4485420427638777,0.1853461995375466,0.5880985722890625,0.3915092545179331,0.3230769230769231,-0.2061630549803865,-0.13955652952518477,202,203,1.4471580313422194,2.146128035678238,1.4365633818072503,14,False
CHEMBL239_EC50,26,210,270,morgan,xgboost,crem_mean,42,0.5643053804586494,0.0559949909937404,0.5105037272524957,-0.0605752576195925,0.5384615384615384,0.1165702486133329,0.05380165320615371,207,207,1.5118833609788744,1.5118833609788744,1.3482038937857093,2,True
CHEMBL239_EC50,29,265,1411,morgan,xgboost,crem_mean,42,0.3812622236151648,0.1160888908788069,0.5356837606837607,0.3366910866910867,0.3,-0.2206021958122798,-0.15442153706859585,218,218,1.2674291939120836,1.2674291939120836,1.2674291939120836,1,True
CHEMBL239_EC50,30,266,1315,morgan,xgboost,crem_mean,42,0.3951946223259588,0.1129521127447395,0.3009490509490509,-0.0252747252747252,0.3181818181818182,0.1382268380194647,0.09424557137690792,219,219,1.2922560713564764,1.2922560713564764,1.2922560713564764,1,True
CHEMBL239_EC50,35,309,311,morgan,xgboost,crem_mean,42,0.3821557594639926,0.1445233592578359,0.3568484848484848,0.1094825174825174,0.2777777777777778,0.03504084177531851,0.025307274615507802,243,243,1.3047578681832244,1.3047578681832244,1.3047578681832244,1,True
CHEMBL239_EC50,37,358,359,morgan,xgboost,crem_mean,42,0.1384511784511784,-0.0005083088954056,0.1766666666666666,0.0438709677419354,0.1388888888888889,-0.044379276637341,-0.0382154882154882,265,265,1.1892094895823062,1.1892094895823062,1.1892094895823062,1,True
CHEMBL239_EC50,38,363,430,morgan,xgboost,crem_mean,42,0.379409048289197,0.1035908475288401,0.4178471494487237,0.1591125492037119,0.3076923076923077,-0.055521701674871804,-0.03843810115952667,267,266,1.888425224949681,2.4904852162776434,1.8504603949254663,4,False
CHEMBL239_EC50,40,371,372,morgan,xgboost,crem_mean,42,0.0588844106085485,-0.0182562114727179,0.0757575757575757,0.0,0.0757575757575757,-0.0182562114727179,-0.016873165149027203,272,272,1.4393326938302629,1.4393326938302629,1.4393326938302629,1,True
CHEMBL239_EC50,48,457,460,morgan,xgboost,crem_mean,42,0.3033959179470015,0.0992188594142261,0.2243169040665911,-0.0030384861207872,0.2266666666666666,0.10225734553501331,0.07907901388041039,299,301,1.167739184690915,1.9032450644732928,1.5354921245821038,2,False
CHEMBL239_EC50,52,500,526,morgan,xgboost,crem_mean,42,0.2746963562753037,-0.0248855835240274,0.2802125506072874,-0.0170909610983981,0.2923076923076923,-0.0077946224256293,-0.005516194331983693,349,349,1.7703259128716864,1.7703259128716864,1.7703259128716864,1,True
CHEMBL239_EC50,57,580,833,morgan,xgboost,crem_mean,42,0.6203909404964655,0.1323221497062068,0.5811563051146384,0.0426429831191736,0.5625,0.08967916658703319,0.03923463538182703,391,392,1.2487021153086646,1.36974580803344,1.179288552740544,6,False
CHEMBL239_EC50,66,793,798,morgan,xgboost,crem_mean,42,0.4882739298955173,0.1958590326929558,0.418030303030303,0.0854761904761904,0.3636363636363636,0.11038284221676539,0.07024362686521435,516,515,1.4771212547196626,2.0,1.4771212547196626,3,False
CHEMBL239_EC50,68,802,803,morgan,xgboost,crem_mean,42,0.0658736455769885,-0.0141943276592696,0.0686087902601127,-0.0112247420033062,0.0789473684210526,-0.0029695856559634,-0.002735144683124205,519,521,1.6989700043360187,1.915679114299964,1.6989700043360187,3,False
CHEMBL239_EC50,74,845,861,morgan,xgboost,crem_mean,42,0.2597618988944551,0.107359936902137,0.1828657008374595,0.0146321686569364,0.1707317073170731,0.0927277682452006,0.0768961980569956,539,806,1.6627578316815734,2.0211892990699374,1.6627578316815734,3,False
CHEMBL239_EC50,75,846,849,morgan,xgboost,crem_mean,42,0.2325034000565915,0.0534208600697962,0.1790770362198933,-0.0124716553287981,0.1891891891891892,0.0658925153985943,0.053426363836698215,540,540,1.3521825181113627,1.3521825181113627,1.3521825181113627,1,True
CHEMBL239_EC50,85,1037,1046,morgan,xgboost,crem_mean,42,0.2072250017371968,0.075095835360063,0.3968253968253968,0.2962962962962963,0.1428571428571428,-0.22120046093623327,-0.1896003950882,657,651,1.3644169745283738,3.720159303405957,1.6047575072713154,16,False
CHEMBL239_EC50,91,1077,1083,morgan,xgboost,crem_mean,42,0.3202141724476028,0.0180871379798706,0.2811108299595142,-0.0383954678362572,0.3076923076923077,0.056482605816127796,0.03910334248808861,675,677,1.1167442579930285,1.526918723082078,1.1167442579930285,5,False
CHEMBL239_EC50,102,1198,1201,morgan,xgboost,crem_mean,42,0.063014029995162,0.0102260880230585,0.0816666666666666,0.0299295774647887,0.0533333333333333,-0.0197034894417302,-0.018652636671504602,755,756,1.33059822630669,1.5590775548220597,1.4448378905643748,2,False
CHEMBL239_EC50,107,1272,1278,morgan,xgboost,crem_mean,42,0.2603874883286647,-0.1094187675070028,0.3926568223443223,0.0889852335164834,0.3333333333333333,-0.1984040010234862,-0.1322693340156576,770,770,1.640481436970422,1.640481436970422,1.3505896386620169,2,True
CHEMBL239_EC50,114,1379,1715,morgan,xgboost,crem_mean,42,0.4816190964884866,0.0852101702737999,0.451923076923077,0.0328054298642534,0.4333333333333333,0.0524047404095465,0.029696019565409626,795,789,1.6665179805548809,2.2335037603411347,1.694738365344702,8,False
CHEMBL239_EC50,115,1393,1394,morgan,xgboost,crem_mean,42,0.1773003241968759,-0.0185805509943441,0.1923076923076923,0.0,0.1923076923076923,-0.0185805509943441,-0.015007368110816377,797,798,1.0347621062592118,1.282546589969968,1.15865434811459,2,False
CHEMBL239_EC50,118,1464,1467,morgan,xgboost,crem_mean,42,0.2821512042334324,0.1363381675933483,0.1705941117705823,0.0021210407239819,0.1688311688311688,0.1342171268693664,0.11155709246285006,802,803,2.740362689494244,2.9344984512435675,2.740362689494244,3,False
CHEMBL239_EC50,124,1559,1563,morgan,xgboost,crem_mean,42,0.119682358321459,-0.0211684643471074,0.1379310344827586,0.0,0.1379310344827586,-0.0211684643471074,-0.01824867616129959,816,817,1.607639868708799,2.257595828468648,1.9326178485887235,2,False
CHEMBL239_EC50,126,1623,1624,morgan,xgboost,crem_mean,42,0.4094827586206896,0.3631676808654497,0.4659090909090909,0.4240196078431372,0.0727272727272727,-0.06085192697768749,-0.05642633228840127,823,824,1.6823707425165573,3.096910013008056,1.6823707425165573,5,False
CHEMBL239_EC50,127,1641,1656,morgan,xgboost,crem_mean,42,0.2178030303030303,0.156454248366013,0.0664502164502164,-0.0067693744164332,0.0727272727272727,0.16322362278244618,0.1513528138528139,826,826,1.0474246499281366,1.0474246499281366,1.0474246499281366,1,True
CHEMBL239_EC50,1,1,33,morgan,xgboost,crem_lime,42,0.6973134329466628,0.5941248305421161,0.3955997543716841,0.1895542160893037,0.2542372881355932,0.4045706144528124,0.3017136785749787,4,4,2.51309746187963,2.51309746187963,2.51309746187963,1,True
CHEMBL239_EC50,2,21,34,morgan,xgboost,crem_lime,42,0.603483202006356,0.4618700598657688,0.2825742198867645,0.0263507269891804,0.2631578947368421,0.4355193328765884,0.32090898211959146,54,70,1.576252727721677,2.6989700043360187,1.576252727721677,69,False
CHEMBL239_EC50,7,62,64,morgan,xgboost,crem_lime,42,0.1372282608695652,0.0864769820971867,0.1058820346320346,0.0532868601986249,0.0555555555555555,0.0331901218985618,0.03134622623753058,109,109,1.5328392767509351,1.5328392767509351,1.5328392767509351,1,True
CHEMBL239_EC50,14,141,143,morgan,xgboost,crem_lime,42,0.0678571428571428,0.0086734693877551,0.0725526926115656,0.0136671492853158,0.0597014925373134,-0.0049936798975607,-0.004695549754422809,162,158,1.486881092008819,2.669006780958576,1.486881092008819,7,False
CHEMBL239_EC50,16,150,156,morgan,xgboost,crem_lime,42,0.4967950145759155,0.19726823753777,0.6781314253495991,0.4865429880576938,0.373134328358209,-0.2892747505199238,-0.18133641077368362,165,165,1.0142404391146096,1.0142404391146096,1.0142404391146096,1,True
CHEMBL239_EC50,18,168,171,morgan,xgboost,crem_lime,42,0.0915929920866192,-0.0202109473488737,0.0848922311947971,-0.0277364172735355,0.1095890410958904,0.007525469924661798,0.006700760891822102,173,170,1.6627578316815743,2.7160033436347994,1.6893805876581869,16,False
CHEMBL239_EC50,22,190,193,morgan,xgboost,crem_lime,42,0.1563421105290726,-0.0123894673651128,0.5344569775753801,0.4413483730904561,0.1666666666666666,-0.4537378404555689,-0.37811486704630753,193,193,1.3348882629249488,1.3348882629249488,1.3348882629249488,1,True
CHEMBL239_EC50,24,198,199,morgan,xgboost,crem_lime,42,0.4254752095088229,0.2066086226550411,0.2936569295962173,0.0245738551566811,0.2758620689655172,0.18203476749836,0.13181827991260558,195,196,1.0299632233774432,1.3916910593950362,1.2108271413862397,2,False
CHEMBL239_EC50,25,203,215,morgan,xgboost,crem_lime,42,0.2920507131264162,-0.0458341737905215,0.3589178178884923,0.0529467764261817,0.3230769230769231,-0.0987809502167032,-0.06686710476207613,202,203,1.4471580313422194,2.146128035678238,1.4365633818072503,14,False
CHEMBL239_EC50,26,210,270,morgan,xgboost,crem_lime,42,0.5424904573156365,0.0087293241838791,0.4997099563328885,-0.0839617612787415,0.5384615384615384,0.0926910854626206,0.04278050098274799,207,207,1.5118833609788744,1.5118833609788744,1.3482038937857093,2,True
CHEMBL239_EC50,29,265,1411,morgan,xgboost,crem_lime,42,0.3914377951018905,0.1306254215741292,0.493044579414486,0.2757779705921229,0.3,-0.14515254901799368,-0.10160678431259551,218,218,1.2674291939120836,1.2674291939120836,1.2674291939120836,1,True
CHEMBL239_EC50,30,266,1315,morgan,xgboost,crem_lime,42,0.5596432512398899,0.3541434351518385,0.2009600442322311,-0.1719252684593943,0.3181818181818182,0.5260687036112328,0.35868320700765877,219,219,1.2922560713564764,1.2922560713564764,1.2922560713564764,1,True
CHEMBL239_EC50,35,309,311,morgan,xgboost,crem_lime,42,0.476585613164897,0.2752723874590882,0.2770450732788919,-0.0010145139215342,0.2777777777777778,0.2762869013806224,0.19954053988600512,243,243,1.3047578681832244,1.3047578681832244,1.3047578681832244,1,True
CHEMBL239_EC50,37,358,359,morgan,xgboost,crem_lime,42,0.1731760363620119,0.0398173325494332,0.4209725237612776,0.3275809953356772,0.1388888888888889,-0.287763662786244,-0.24779648739926569,265,265,1.1892094895823062,1.1892094895823062,1.1892094895823062,1,True
CHEMBL239_EC50,38,363,430,morgan,xgboost,crem_lime,42,0.346752322261772,0.0564200210447817,0.379848526119815,0.1042256488397328,0.3076923076923077,-0.0478056277949511,-0.033096203858043016,267,266,1.888425224949681,2.4904852162776434,1.8504603949254663,4,False
CHEMBL239_EC50,40,371,372,morgan,xgboost,crem_lime,42,0.0526701255733513,-0.0249798641337509,0.0522788367546432,-0.0254032258064516,0.0757575757575757,0.00042336167270070127,0.00039128881870810484,272,272,1.4393326938302629,1.4393326938302629,1.4393326938302629,1,True
CHEMBL239_EC50,48,457,460,morgan,xgboost,crem_lime,42,0.2078258187218036,-0.0243631654459435,0.225208580607064,-0.001885456111555,0.2266666666666666,-0.0224777093343885,-0.01738276188526039,299,301,1.167739184690915,1.9032450644732928,1.5354921245821038,2,False
CHEMBL239_EC50,52,500,526,morgan,xgboost,crem_lime,42,0.1987292691966831,-0.1322303804829477,0.2145497682083048,-0.1098753275317432,0.2923076923076923,-0.02235505295120449,-0.01582049901162169,349,349,1.7703259128716864,1.7703259128716864,1.7703259128716864,1,True
CHEMBL239_EC50,57,580,833,morgan,xgboost,crem_lime,42,0.508639893892325,-0.1231088139604,0.6188387579873356,0.1287743039710527,0.5625,-0.2518831179314527,-0.11019886409501056,391,392,1.2487021153086646,1.36974580803344,1.179288552740544,6,False
CHEMBL239_EC50,66,793,798,morgan,xgboost,crem_lime,42,0.4006158849458988,0.0581106763435553,0.3089323130929488,-0.0859635079967947,0.3636363636363636,0.14407418434035,0.09168357185295001,516,515,1.4771212547196626,2.0,1.4771212547196626,3,False
CHEMBL239_EC50,68,802,803,morgan,xgboost,crem_lime,42,0.0938183935087959,0.0161456843809784,0.0508407855600421,-0.0305157185348113,0.0789473684210526,0.0466614029157897,0.04297760794875379,519,521,1.6989700043360187,1.915679114299964,1.6989700043360187,3,False
CHEMBL239_EC50,74,845,861,morgan,xgboost,crem_lime,42,0.164808204022095,-0.007143048091003,0.1149057903394166,-0.0673194881201152,0.1707317073170731,0.0601764400291122,0.049902413682678406,539,806,1.6627578316815734,2.0211892990699374,1.6627578316815734,3,False
CHEMBL239_EC50,75,846,849,morgan,xgboost,crem_lime,42,0.3977482971325335,0.2572228997967914,0.1734984982160219,-0.0193518522002396,0.1891891891891892,0.276574751997031,0.22424979891651162,540,540,1.3521825181113627,1.3521825181113627,1.3521825181113627,1,True
CHEMBL239_EC50,85,1037,1046,morgan,xgboost,crem_lime,42,0.266357491625397,0.1440837402296299,0.4513366385096209,0.359892744927891,0.1428571428571428,-0.2158090046982611,-0.1849791468842239,657,651,1.3644169745283738,3.720159303405957,1.6047575072713154,16,False
CHEMBL239_EC50,91,1077,1083,morgan,xgboost,crem_lime,42,0.4565848111745385,0.2150669494743334,0.2552356291873028,-0.0757707578405626,0.3076923076923077,0.290837707314896,0.20134918198723567,675,677,1.1167442579930285,1.526918723082078,1.1167442579930285,5,False
CHEMBL239_EC50,102,1198,1201,morgan,xgboost,crem_lime,42,0.0494028520499108,-0.0041519168486856,1.0,1.0,0.0533333333333333,-1.0041519168486857,-0.9505971479500892,755,756,1.33059822630669,1.5590775548220597,1.4448378905643748,2,False
CHEMBL239_EC50,107,1272,1278,morgan,xgboost,crem_lime,42,0.2263468311283131,-0.1604797533075302,0.4480537709926008,0.1720806564889012,0.3333333333333333,-0.3325604097964314,-0.2217069398642877,770,770,1.640481436970422,1.640481436970422,1.3505896386620169,2,True
CHEMBL239_EC50,114,1379,1715,morgan,xgboost,crem_lime,42,0.4307428273273909,-0.0045714811869572,0.4204431385942123,-0.0227474024808018,0.4333333333333333,0.0181759212938446,0.010299688733178602,795,789,1.6665179805548809,2.2335037603411347,1.694738365344702,8,False
CHEMBL239_EC50,115,1393,1394,morgan,xgboost,crem_lime,42,0.22274630006103,0.0376858953136562,0.1225513319395367,-0.0863650175986688,0.1923076923076923,0.124050912912325,0.1001949681214933,797,798,1.0347621062592118,1.282546589969968,1.15865434811459,2,False
CHEMBL239_EC50,118,1464,1467,morgan,xgboost,crem_lime,42,0.2545387507679946,0.1031169345177435,0.178826859647077,0.0120260655128895,0.1688311688311688,0.091090869004854,0.07571189112091758,802,803,2.740362689494244,2.9344984512435675,2.740362689494244,3,False
CHEMBL239_EC50,124,1559,1563,morgan,xgboost,crem_lime,42,0.0877744354355062,-0.0581816548948127,0.0962443708021538,-0.0483565298695015,0.1379310344827586,-0.009825125025311202,-0.008469935366647599,816,817,1.607639868708799,2.257595828468648,1.9326178485887235,2,False
CHEMBL239_EC50,126,1623,1624,morgan,xgboost,crem_lime,42,0.2868589743589743,0.2309263448969331,0.1450292397660818,0.0779727095516569,0.0727272727272727,0.15295363534527617,0.14182973459289247,823,824,1.6823707425165573,3.096910013008056,1.6823707425165573,5,False
CHEMBL239_EC50,127,1641,1656,morgan,xgboost,crem_lime,42,0.2308035714285714,0.1704744397759104,0.0521999693302559,-0.0221372879771749,0.0727272727272727,0.1926117277530853,0.17860360209831552,826,826,1.0474246499281366,1.0474246499281366,1.0474246499281366,1,True
CHEMBL239_EC50,1,1,33,morgan,mlp,crem_mean,42,0.5737057387057387,0.4283781496281496,0.3879658842583395,0.1793178902555007,0.2542372881355932,0.24906025937264886,0.1857398544473992,4,4,2.51309746187963,2.51309746187963,2.51309746187963,1,True
CHEMBL239_EC50,2,21,34,morgan,mlp,crem_mean,42,0.3535051017403958,0.12261406664768,0.2748934755476782,0.0159268596718489,0.2631578947368421,0.1066872069758311,0.07861162619271761,54,70,1.576252727721677,2.6989700043360187,1.576252727721677,69,False
